Time,A0,A1,Pace,Phase
0.02,1023,1023,0,143.64
0.04,1023,1023,0,143.64
0.06,1023,1023,0,143.64
0.08,1023,1023,0,143.64
0.09999999,1023,1023,0,143.64
0.12,1023,1023,0,143.64
0.14,1023,1023,0,143.64
0.16,1023,1023,0,143.64
0.18,1023,1023,0,143.64
0.2,1023,1023,0,143.64
0.22,1023,1023,0,143.64
0.24,1023,1023,0,143.64
0.26,1023,1023,0,143.64
0.28,1023,1023,0,143.64
0.3,1023,1023,0,143.64
0.32,1023,1023,0,143.64
0.34,1023,1023,0,143.64
0.36,1023,1023,0,143.64
0.38,1023,1023,0,143.64
0.4,1023,1023,0,143.64
0.42,1023,1023,0,143.64
0.44,1023,1023,0,143.64
0.46,1023,1023,0,143.64
0.48,1023,1023,0,143.64
0.5,1023,1023,0,143.64
0.52,1023,1023,0,143.64
0.54,1023,1023,0,143.64
0.56,1023,1023,0,143.64
0.58,1023,1023,0,143.64
0.6,1023,1023,0,143.64
0.62,1023,1023,0,143.64
0.64,1023,1023,0,143.64
0.66,1023,1023,0,143.64
0.68,1023,1023,0,143.64
0.7,1023,1023,0,143.64
0.72,1023,1023,0,143.64
0.74,1023,1023,0,143.64
0.76,1023,1023,0,143.64
0.78,1023,1023,0,143.64
0.8,1023,1023,0,143.64
0.82,1023,1023,0,143.64
0.84,1023,1023,0,143.64
0.86,1023,1023,0,143.64
0.88,1023,1023,0,143.64
0.9,1023,1023,0,143.64
0.92,1023,1023,0,143.64
0.94,1023,1023,0,143.64
0.96,1023,1023,0,143.64
0.98,1023,1023,0,143.64
1,1023,1023,0,143.64
1.02,1023,1023,0,143.64
1.04,1023,1023,0,143.64
1.06,1023,1023,0,143.64
1.08,1023,1023,0,143.64
1.1,1023,1023,0,143.64
1.12,1023,1023,0,143.64
1.14,1023,1023,0,143.64
1.16,1023,1023,0,143.64
1.18,1023,1023,0,143.64
1.2,1023,1023,0,143.64
1.22,1023,1023,0,143.64
1.24,1023,1023,0,143.64
1.26,1023,1023,0,143.64
1.28,1023,1023,0,143.64
1.3,1023,1023,0,143.64
1.32,1023,1023,0,143.64
1.34,1023,1023,0,143.64
1.36,1023,1023,0,143.64
1.38,1023,1023,0,143.64
1.4,1023,1023,0,143.64
1.42,1023,1023,0,143.64
1.44,1023,1023,0,143.64
1.46,1023,1023,0,143.64
1.48,1023,1023,0,143.64
1.5,1023,1023,0,143.64
1.52,1023,1023,0,143.64
1.54,1023,1023,0,143.64
1.56,1023,1023,0,143.64
1.58,1023,1023,0,143.64
1.6,1023,1023,0,143.64
1.62,1023,1023,0,143.64
1.64,1023,1023,0,143.64
1.66,1023,1023,0,143.64
1.68,1023,1023,0,143.64
1.7,1023,1023,0,143.64
1.72,1023,1023,0,143.64
1.74,1023,1023,0,143.64
1.76,1023,1023,0,143.64
1.78,1023,1023,0,143.64
1.8,1023,1023,0,143.64
1.82,1023,1023,0,143.64
1.84,1023,1023,0,143.64
1.86,1023,1023,0,143.64
1.88,1023,1023,0,143.64
1.9,1023,1023,0,143.64
1.92,1023,1023,0,143.64
1.94,1023,1023,0,143.64
1.96,1023,1023,0,143.64
1.98,1023,1023,0,143.64
2,1023,1023,0,143.64
2.02,1023,1023,0,143.64
2.04,1023,1023,0,143.64
2.06,1023,1023,0,143.64
2.08,1023,1023,0,143.64
2.1,1023,1023,0,143.64
2.12,1023,1023,0,143.64
2.14,1023,1023,0,143.64
2.16,1023,1023,0,143.64
2.18,1023,1023,0,143.64
2.2,1023,1023,0,143.64
2.22,1023,1023,0,143.64
2.24,1023,1023,0,143.64
2.26,1023,1023,0,143.64
2.28,1023,1023,0,143.64
2.3,1023,1023,0,143.64
2.32,1023,1023,0,143.64
2.34,1023,1023,0,143.64
2.36,1023,1023,0,143.64
2.38,1023,1023,0,143.64
2.4,1023,1023,0,143.64
2.42,1023,1023,0,143.64
2.44,1023,1023,0,143.64
2.46,1023,1023,0,143.64
2.48,1023,1023,0,143.64
2.5,1023,1023,0,143.64
2.52,1023,1023,0,143.64
2.54,1023,1023,0,143.64
2.56,1023,1023,0,143.64
2.58,1023,1023,0,143.64
2.6,1023,1023,0,143.64
2.62,1023,1023,0,143.64
2.64,1023,1023,0,143.64
2.66,1023,1023,0,143.64
2.68,1023,1023,0,143.64
2.7,1023,1023,0,143.64
2.72,1023,1023,0,143.64
2.74,1023,1023,0,143.64
2.76,1023,1023,0,143.64
2.78,1023,1023,0,143.64
2.8,1023,1023,0,143.64
2.82,1023,1023,0,143.64
2.84,1023,1023,0,143.64
2.86,1023,1023,0,143.64
2.88,1023,1023,0,143.64
